Country,Total_Plastic_Waste_MT,Main_Sources,Recycling_Rate,Per_Capita_Waste_KG,Plastic_Waste_Level,Population_Millions,GDP_Billion_USD,Urbanization_Rate,Plastic_Export_MT,Plastic_Import_MT,Government_Policy_Score,Awareness_Index,Industrialization_Level,Waste_to_Recycle_Ratio,High_Risk_Flag,Developed_Country_Flag
UK,69.02,Packaging_Consumer,52.49,42.77,Medium,752.15,21967.5,92.57,5.81,14.27,7,0.37,0.34,12.65,0,1
Japan,38.26,Industrial_Packaging,7.08,17.02,High,483.19,4740.77,59.45,12.33,11.93,7,0.96,0.73,14.62,1,1
UK,15.91,Industrial_Packaging,28.03,70.94,High,1250.56,5971.21,46.73,12.3,12.34,9,0.62,0.27,13.34,1,1
Japan,43.04,Automotive_Packaging,89.66,60.67,Medium,1388.28,3487.25,95.24,13.85,0.77,5,0.77,0.94,12.67,0,1
South Korea,20.97,Automotive_Packaging,37.01,55.57,Medium,786.93,2040.92,58.27,12.68,7.66,6,0.65,0.66,14.85,0,1
Indonesia,3.45,Consumer_Goods,8.39,76.0,Medium,1258.73,13087.34,68.42,5.0,15.93,7,0.58,0.11,6.32,0,0
Italy,66.67,Consumer_Goods,43.46,56.2,High,747.63,3634.81,21.8,9.54,3.79,8,0.05,0.66,10.28,1,1
South Africa,31.88,Packaging_Electronics,15.96,95.28,High,992.91,15301.59,44.66,14.53,8.61,3,0.33,0.71,1.14,1,0
South Korea,30.26,Industrial_Packaging,64.52,30.63,Low,574.55,21395.03,58.1,13.24,11.6,9,0.72,0.94,2.72,0,1
South Korea,48.51,Automotive_Packaging,33.82,74.83,Medium,161.62,20854.01,43.87,0.66,6.99,2,0.1,0.65,14.34,0,1
South Korea,12.59,Consumer_Goods,5.76,141.11,Low,87.8,13520.29,83.96,10.56,18.94,1,0.79,0.95,13.36,0,1
Brazil,23.53,Consumer_Goods,77.59,136.74,High,369.13,11330.47,93.22,1.14,9.99,2,0.97,0.37,7.72,1,0
Mexico,58.61,Packaging_Electronics,15.23,69.35,High,79.12,8720.17,73.83,8.46,2.01,7,0.86,0.18,2.16,1,0
Italy,44.03,Consumer_Goods,70.28,137.73,High,919.86,7697.08,20.52,7.41,9.25,5,0.95,0.35,2.14,1,1
South Korea,42.67,Industrial_Packaging,64.4,69.87,Medium,1356.8,5768.0,68.9,12.36,7.74,9,0.75,0.95,11.69,0,1
Indonesia,33.01,Packaging_Electronics,25.61,55.66,Low,1013.07,8713.13,70.63,5.86,12.84,4,0.21,0.27,1.42,0,0
Saudi Arabia,28.86,Consumer_Goods,39.7,48.5,Medium,312.37,19626.01,95.24,13.07,8.25,1,0.55,0.67,13.6,0,0
South Korea,60.13,Packaging_Consumer,51.74,30.86,Medium,302.49,6025.47,62.32,3.79,11.31,2,0.13,0.44,13.52,0,1
Egypt,41.45,Packaging_Electronics,29.48,103.48,Low,156.75,12840.68,75.53,4.88,8.26,6,0.83,0.37,1.25,0,0
Italy,33.66,Packaging_Consumer,61.14,23.08,Medium,545.19,3633.3,92.09,9.49,11.13,3,0.7,0.95,5.78,0,1
Mexico,47.48,Industrial_Packaging,21.16,120.08,Medium,1332.57,19814.48,97.39,13.11,6.83,5,0.03,0.06,11.87,0,0
South Korea,35.56,Automotive_Packaging,74.31,147.81,High,1159.13,14572.53,90.94,5.12,12.3,6,0.63,0.13,8.12,1,1
Canada,40.88,Industrial_Packaging,60.14,100.93,Medium,527.7,14761.53,27.41,0.11,7.39,9,0.62,0.88,5.7,0,1
China,10.03,Packaging_Consumer,21.4,23.72,Medium,65.72,888.31,42.58,8.66,6.04,7,0.69,0.53,13.64,0,0
Mexico,2.7,Automotive_Packaging,15.94,60.42,High,828.02,12383.89,46.25,13.8,9.03,6,0.63,0.55,9.38,1,0
Japan,59.64,Automotive_Packaging,32.1,129.09,Low,142.72,13495.74,34.8,3.42,2.74,7,0.22,0.04,14.33,0,1
China,31.97,Packaging_Consumer,53.86,41.43,Low,743.14,17917.07,47.24,8.5,5.2,5,0.81,0.55,9.57,0,0
Saudi Arabia,5.4,Industrial_Packaging,75.36,137.65,Low,655.98,16913.43,89.12,12.28,5.55,4,0.71,0.67,4.45,0,0
South Korea,45.39,Packaging_Electronics,85.94,51.95,Medium,655.02,21178.24,60.36,12.26,7.62,5,0.48,0.17,7.3,0,1
Russia,42.96,Consumer_Goods,10.81,109.86,Medium,95.46,12303.44,87.1,1.59,8.79,6,0.25,0.84,14.85,0,0
Russia,33.15,Automotive_Packaging,37.79,109.6,Medium,206.34,6503.83,62.89,13.52,3.47,3,0.91,0.77,12.35,0,0
India,38.83,Automotive_Packaging,78.78,99.33,Low,1343.81,20531.25,80.62,4.1,13.44,1,0.69,0.02,9.47,0,0
India,14.72,Packaging_Consumer,55.12,127.53,Medium,820.36,16736.66,66.77,2.8,1.26,2,0.98,0.33,1.35,0,0
Germany,46.59,Packaging_Consumer,25.63,28.95,Low,656.12,9442.02,86.7,13.81,0.48,7,0.06,0.41,4.18,0,1
Turkey,49.36,Packaging_Consumer,86.89,142.72,High,1049.18,4689.31,58.28,5.68,10.39,7,0.92,0.56,3.62,1,0
Italy,38.65,Packaging_Consumer,39.12,107.49,Low,596.22,16871.73,23.06,5.0,14.85,6,0.05,0.67,8.61,0,1
Australia,23.39,Industrial_Packaging,44.03,61.81,Medium,482.59,11319.73,94.06,13.88,0.92,5,0.91,0.36,7.75,0,1
Japan,1.3,Consumer_Goods,61.18,33.24,Low,317.75,3119.92,34.48,6.81,16.42,3,0.72,0.9,6.88,0,1
Russia,13.9,Consumer_Goods,70.28,24.96,Medium,971.25,20745.01,86.32,3.96,19.38,5,0.16,0.17,14.39,0,0
Australia,22.56,Consumer_Goods,39.93,89.47,Low,295.06,1993.2,34.93,5.54,10.64,6,0.09,0.49,11.36,0,1
Australia,31.01,Consumer_Goods,73.83,111.19,Low,485.58,21742.65,20.45,11.78,14.74,7,0.99,0.25,5.36,0,1
France,25.1,Packaging_Consumer,77.03,130.76,Medium,307.4,15238.34,71.0,10.3,8.08,9,0.67,0.57,5.46,0,1
United States,12.23,Automotive_Packaging,23.52,117.96,Low,1229.97,19555.27,37.95,11.24,13.22,6,0.35,0.9,5.59,0,1
France,63.66,Packaging_Consumer,77.71,66.35,Medium,505.56,5998.83,29.62,3.51,6.18,4,0.21,0.99,10.03,0,1
Indonesia,62.11,Packaging_Consumer,73.34,145.91,Medium,1175.97,9698.99,26.48,10.45,12.09,3,0.87,0.45,13.28,0,0
Russia,49.34,Packaging_Consumer,47.08,68.41,Low,770.85,20779.72,84.82,0.33,19.31,6,0.99,1.0,13.33,0,0
Canada,8.54,Packaging_Electronics,37.02,110.25,Medium,1005.75,5496.29,82.83,3.18,12.67,9,0.93,0.15,10.96,0,1
Japan,28.67,Consumer_Goods,44.36,118.02,Low,1022.71,9173.64,44.76,11.13,9.81,4,0.32,0.18,13.5,0,1
United States,47.25,Automotive_Packaging,85.31,23.86,Medium,1106.88,16828.56,85.3,1.95,11.8,8,0.29,0.84,12.86,0,1
Russia,66.3,Packaging_Electronics,41.61,132.92,Low,1095.52,13005.67,84.33,1.56,6.52,4,0.23,0.59,11.02,0,0
Egypt,32.08,Automotive_Packaging,26.03,18.61,Medium,1278.78,263.36,70.03,3.93,4.55,3,0.23,0.6,3.92,0,0
Australia,15.69,Consumer_Goods,77.36,43.6,High,1329.26,21069.44,43.95,11.31,4.18,3,0.33,0.14,2.05,1,1
China,31.97,Packaging_Consumer,53.86,41.43,Low,743.14,17917.07,47.24,8.5,5.2,5,0.81,0.55,9.57,0,0
Turkey,54.36,Industrial_Packaging,28.46,44.84,Medium,634.06,16032.3,41.14,11.65,18.77,4,0.98,0.09,8.58,0,0
South Korea,21.69,Packaging_Consumer,49.56,37.89,High,69.76,15141.87,22.85,2.71,6.36,3,0.04,0.29,7.68,1,1
Italy,69.87,Automotive_Packaging,59.93,40.89,Medium,1099.05,14861.1,27.62,14.64,0.66,1,0.39,0.05,5.65,0,1
Mexico,38.57,Automotive_Packaging,61.18,128.46,High,962.63,2551.1,68.17,5.53,15.0,9,0.19,0.72,5.26,1,0
South Africa,41.64,Packaging_Electronics,84.63,16.59,Medium,508.15,13026.93,38.73,11.11,11.5,3,0.83,0.74,7.6,0,0
South Korea,64.67,Packaging_Consumer,69.97,65.56,Medium,238.85,6475.55,97.74,13.06,17.91,3,0.55,0.15,1.23,0,1
South Korea,45.86,Packaging_Consumer,48.79,145.4,Low,496.16,14351.93,53.34,7.17,7.71,3,0.05,0.93,7.23,0,1
France,55.96,Packaging_Electronics,82.17,144.19,Low,1243.18,2769.46,39.32,9.13,16.24,2,0.7,0.44,3.44,0,1
Italy,49.98,Consumer_Goods,35.54,86.28,Low,924.71,2456.96,63.24,14.57,19.68,5,0.87,0.66,10.66,0,1
Japan,49.38,Packaging_Electronics,67.22,101.76,High,435.92,3505.6,52.75,7.28,5.23,9,0.31,0.52,12.64,1,1
India,6.57,Packaging_Electronics,47.83,92.04,High,1072.96,17057.32,71.58,9.8,15.34,5,0.93,0.6,4.38,1,0
Saudi Arabia,47.46,Packaging_Consumer,13.31,35.53,Low,1278.46,5310.68,84.95,11.58,17.02,1,0.73,0.82,8.79,0,0
Germany,65.02,Consumer_Goods,42.83,79.7,Medium,1125.33,801.18,85.23,13.12,17.91,5,0.8,0.5,10.76,0,1
France,2.3,Industrial_Packaging,38.85,112.27,Low,222.61,7293.47,75.27,9.88,15.8,5,0.25,0.98,7.22,0,1
Spain,24.55,Consumer_Goods,27.85,76.58,High,1300.37,6123.61,63.38,5.69,12.28,9,0.59,0.73,6.0,1,1
Japan,43.38,Packaging_Consumer,66.99,39.25,High,1330.77,18522.11,21.1,3.38,18.44,5,0.89,0.31,7.16,1,1
South Africa,44.83,Packaging_Consumer,24.94,140.76,High,1100.35,6519.0,27.28,7.46,15.72,9,0.91,0.16,14.39,1,0
Egypt,38.52,Consumer_Goods,57.31,113.47,Low,577.11,13983.24,48.99,13.23,17.12,8,0.71,0.64,13.81,0,0
Indonesia,56.52,Packaging_Electronics,86.75,132.95,Low,694.13,21272.64,96.14,3.11,7.77,1,0.53,0.63,5.25,0,0
Russia,63.09,Automotive_Packaging,6.9,129.24,Medium,679.22,18754.44,91.48,2.61,11.36,8,0.05,0.09,6.25,0,0
Egypt,15.99,Automotive_Packaging,19.02,49.39,Medium,24.56,3677.27,67.66,2.69,4.14,6,0.05,0.16,9.01,0,0
South Korea,36.48,Packaging_Consumer,5.14,62.56,Medium,335.72,13206.45,39.81,5.57,11.44,9,0.19,0.51,10.73,0,1
Turkey,8.64,Industrial_Packaging,77.36,16.29,Medium,95.23,1531.14,37.18,0.42,1.97,5,0.12,0.94,9.31,0,0
India,65.06,Industrial_Packaging,72.87,77.65,High,432.87,8499.85,97.4,6.94,1.01,3,0.04,0.7,6.95,1,0
Mexico,49.16,Packaging_Consumer,10.38,80.51,High,150.03,1568.31,34.73,13.51,8.44,1,0.84,0.71,8.63,1,0
Brazil,37.56,Automotive_Packaging,22.14,124.98,Medium,260.43,21216.55,85.45,3.77,3.59,1,0.36,0.5,4.71,0,0
Egypt,20.24,Industrial_Packaging,10.78,36.02,Medium,160.1,5744.0,79.49,0.24,1.37,7,0.95,0.77,7.64,0,0
United States,62.22,Packaging_Consumer,13.29,113.06,Low,156.36,6292.94,99.59,2.06,6.17,7,0.86,0.33,8.03,0,1
Canada,65.31,Automotive_Packaging,45.89,144.36,High,1141.73,8161.84,62.59,14.86,6.17,2,0.08,0.59,11.81,1,1
Brazil,4.4,Automotive_Packaging,27.32,24.13,Low,823.35,1467.4,44.09,13.12,18.26,6,0.94,0.32,3.21,0,0
Saudi Arabia,10.55,Packaging_Consumer,15.68,52.49,Medium,742.24,10303.29,24.48,8.48,16.78,5,0.03,0.43,10.17,0,0
Germany,57.15,Packaging_Consumer,59.91,141.1,Low,363.26,4306.56,78.84,14.43,10.09,9,0.5,0.37,6.25,0,1
United States,21.86,Packaging_Consumer,78.69,54.05,High,674.78,11899.41,66.15,13.98,12.49,3,0.39,0.65,9.17,1,1
Indonesia,46.89,Automotive_Packaging,89.08,107.68,Low,1206.08,19267.72,58.46,12.39,0.17,1,0.77,0.35,11.72,0,0
South Africa,36.66,Industrial_Packaging,17.97,110.32,Low,881.58,12362.89,69.11,0.83,7.68,7,0.63,0.5,3.41,0,0
France,48.89,Consumer_Goods,72.35,77.96,Medium,1357.62,968.21,75.03,6.48,2.53,2,0.44,0.28,1.59,0,1
Indonesia,46.68,Automotive_Packaging,26.51,118.4,Medium,718.03,4055.59,64.47,13.16,16.11,8,0.59,0.65,7.84,0,0
Spain,68.55,Packaging_Electronics,35.56,111.77,Low,539.34,7323.19,50.36,1.19,16.23,7,0.15,0.79,14.12,0,1
Turkey,69.79,Packaging_Electronics,47.31,95.46,Medium,1067.1,5646.4,53.93,10.94,2.31,9,0.97,0.57,3.96,0,0
United States,7.7,Automotive_Packaging,54.82,115.03,High,296.94,4661.37,51.23,8.05,19.81,2,0.48,0.67,7.22,1,1
South Korea,49.96,Automotive_Packaging,12.64,146.16,High,172.89,17694.9,69.53,4.89,0.8,2,0.76,0.8,0.96,1,1
Italy,36.89,Consumer_Goods,12.46,42.19,Low,488.18,15561.52,37.13,3.36,5.64,4,0.58,0.0,6.17,0,1
China,60.38,Industrial_Packaging,13.22,111.37,High,195.91,9274.96,22.95,10.26,15.2,4,0.81,0.31,2.68,1,0
China,11.12,Consumer_Goods,31.18,32.48,High,157.86,10944.39,66.51,8.11,14.48,8,0.16,0.43,14.78,1,0
South Korea,17.42,Consumer_Goods,83.24,70.66,Medium,500.52,16987.2,57.26,2.88,5.97,8,0.15,0.0,8.83,0,1
Saudi Arabia,47.36,Consumer_Goods,47.34,107.83,Low,573.18,15085.89,54.48,9.75,12.95,2,0.04,0.58,4.83,0,0
Italy,20.02,Industrial_Packaging,12.84,111.4,High,821.56,11544.82,68.41,3.04,4.36,5,0.67,0.22,11.53,1,1
Italy,32.42,Packaging_Consumer,49.91,10.9,High,1098.34,19955.06,37.56,5.54,16.29,4,0.93,0.36,2.35,1,1
Japan,3.34,Consumer_Goods,62.87,63.08,Medium,344.83,15498.01,54.83,13.51,2.7,3,0.73,0.92,10.47,0,1
Japan,1.3,Consumer_Goods,61.18,33.24,Low,317.75,3119.92,34.48,6.81,16.42,3,0.72,0.9,6.88,0,1
Brazil,51.77,Packaging_Consumer,17.32,58.2,High,1328.15,2809.98,32.71,4.69,11.1,8,0.87,0.3,1.91,1,0
Egypt,59.97,Automotive_Packaging,45.27,89.24,Low,1173.01,14922.51,30.59,11.09,19.37,7,0.54,0.51,10.77,0,0
India,55.24,Consumer_Goods,51.81,139.97,Medium,1268.72,11312.7,96.67,11.48,3.71,2,0.08,0.87,12.24,0,0
Japan,43.6,Industrial_Packaging,7.46,117.18,Low,9.16,597.77,48.36,9.78,16.89,2,0.78,0.04,12.19,0,1
Germany,26.52,Consumer_Goods,80.53,51.86,Low,170.53,9026.75,69.87,6.84,9.47,9,0.43,0.12,3.98,0,1
Germany,59.11,Packaging_Consumer,74.9,44.92,Low,782.42,19697.98,34.1,13.57,18.67,6,0.28,0.15,10.8,0,1
Indonesia,42.85,Consumer_Goods,78.64,97.14,Low,1382.7,21217.72,60.09,9.34,7.52,6,0.5,0.51,8.7,0,0
South Africa,5.41,Industrial_Packaging,12.21,49.79,High,700.05,19666.19,49.38,1.92,16.56,7,1.0,0.21,3.31,1,0
Turkey,55.14,Consumer_Goods,52.39,83.14,Low,273.33,10270.01,54.57,2.32,12.45,9,0.74,0.83,8.9,0,0
Turkey,28.58,Industrial_Packaging,72.07,130.07,Low,886.46,59.43,62.26,11.8,0.32,8,0.82,0.27,7.58,0,0
Germany,38.58,Packaging_Consumer,62.15,12.88,Medium,1071.66,13883.07,79.71,14.29,9.81,4,0.97,0.0,7.73,0,1
Russia,39.1,Industrial_Packaging,83.44,63.95,High,465.08,11609.43,88.08,5.34,6.17,8,0.04,0.94,0.23,1,0
Japan,2.02,Packaging_Electronics,30.05,79.37,Medium,575.02,12636.08,35.41,10.0,1.53,4,0.46,0.02,12.8,0,1
China,25.81,Automotive_Packaging,56.27,35.19,Low,1068.42,12799.27,99.07,6.61,14.72,4,0.7,0.51,14.6,0,0
India,36.73,Industrial_Packaging,43.96,31.67,Medium,409.52,17495.8,41.66,7.15,2.93,1,0.78,0.86,14.21,0,0
South Africa,51.9,Industrial_Packaging,66.63,134.73,High,1302.14,1760.98,22.09,2.1,9.7,1,0.17,0.64,12.08,1,0
Germany,64.15,Packaging_Consumer,57.99,125.42,Low,590.71,7780.33,78.76,11.95,10.43,2,0.68,0.86,7.79,0,1
Turkey,55.14,Consumer_Goods,52.39,83.14,Low,273.33,10270.01,54.57,2.32,12.45,9,0.74,0.83,8.9,0,0
Japan,21.01,Packaging_Consumer,37.09,149.02,Medium,623.99,18701.15,57.22,8.03,0.67,5,0.88,0.93,12.26,0,1
Mexico,55.6,Automotive_Packaging,53.15,98.13,High,127.98,4859.03,36.29,10.35,13.06,6,0.32,0.52,10.17,1,0
Saudi Arabia,4.2,Automotive_Packaging,74.05,134.6,High,1221.87,12528.98,33.09,12.57,6.94,6,0.17,0.46,6.09,1,0
United States,51.26,Automotive_Packaging,54.56,61.18,Low,1070.6,1584.82,64.21,1.3,17.1,2,0.58,0.82,9.52,0,1
Australia,23.39,Industrial_Packaging,44.03,61.81,Medium,482.59,11319.73,94.06,13.88,0.92,5,0.91,0.36,7.75,0,1
Egypt,14.81,Packaging_Electronics,13.3,126.19,Low,915.35,10187.1,63.01,6.54,1.59,7,0.04,0.38,5.38,0,0
India,30.01,Packaging_Electronics,37.68,119.58,High,44.7,8204.49,61.61,2.32,13.46,9,0.92,0.28,10.09,1,0
South Africa,36.0,Packaging_Electronics,30.24,25.27,High,652.79,18906.24,81.22,8.95,2.56,3,0.07,0.3,14.11,1,0
UK,30.83,Consumer_Goods,70.7,59.81,Low,1335.1,5207.57,97.12,3.41,1.04,8,0.96,0.82,5.95,0,1
Canada,10.81,Consumer_Goods,35.2,19.48,Low,404.15,5270.13,75.14,10.83,11.33,3,0.41,0.06,10.44,0,1
Germany,30.92,Packaging_Consumer,75.01,134.96,Medium,1140.41,4709.26,81.41,0.58,13.16,6,0.3,0.52,12.73,0,1
Germany,50.67,Automotive_Packaging,11.39,49.62,High,208.46,7129.43,86.69,9.94,12.18,4,0.06,0.41,7.54,1,1
South Korea,49.69,Automotive_Packaging,34.98,16.05,Low,305.31,3452.14,43.05,7.17,9.65,7,0.63,1.0,4.49,0,1
South Korea,50.82,Industrial_Packaging,24.37,113.21,Medium,1134.78,21210.74,69.17,2.87,3.44,7,0.11,0.78,0.58,0,1
Turkey,24.14,Automotive_Packaging,26.85,98.42,Low,964.6,5850.18,68.32,8.97,9.74,9,0.32,0.65,14.94,0,0
UK,24.16,Packaging_Electronics,33.25,37.29,Medium,1378.98,10731.84,58.07,12.91,9.33,6,0.95,0.22,6.73,0,1
China,4.27,Automotive_Packaging,24.9,87.38,Medium,160.04,6883.36,27.27,7.7,4.62,1,0.55,0.96,9.12,0,0
UK,7.45,Packaging_Consumer,40.1,110.61,Low,269.16,7191.39,45.65,4.52,12.94,7,0.06,0.61,14.96,0,1
Russia,64.24,Industrial_Packaging,89.46,39.55,Medium,380.56,5785.75,72.89,5.82,5.41,2,0.24,0.35,6.64,0,0
South Korea,10.31,Packaging_Consumer,39.91,67.4,Medium,1001.07,15576.65,77.98,3.64,4.32,9,0.52,0.13,9.63,0,1
United States,12.95,Consumer_Goods,40.5,136.34,Low,1287.79,9493.85,32.26,13.84,14.12,2,0.14,0.83,2.22,0,1
South Africa,46.91,Packaging_Consumer,51.33,134.5,Low,707.72,17592.21,56.02,0.72,9.75,3,0.6,0.45,14.44,0,0
China,3.55,Packaging_Electronics,79.82,131.61,Medium,396.79,19366.16,73.56,1.52,14.63,1,0.22,0.84,2.53,0,0
Turkey,6.89,Industrial_Packaging,34.59,90.48,Medium,1306.91,13583.71,30.42,4.62,17.2,1,0.72,0.63,13.21,0,0
UK,52.25,Consumer_Goods,11.04,96.43,Medium,886.18,2318.24,23.64,0.54,14.48,7,0.98,0.4,9.27,0,1
South Korea,63.84,Consumer_Goods,44.29,101.94,Medium,761.5,16469.96,82.31,8.04,19.28,6,0.33,0.11,6.65,0,1
United States,35.24,Consumer_Goods,80.77,82.21,Medium,1005.76,1709.15,55.24,5.56,8.14,3,0.08,0.92,4.34,0,1
Mexico,25.24,Industrial_Packaging,78.25,123.1,High,620.43,21217.8,62.1,8.4,9.86,6,0.73,0.39,7.63,1,0
South Korea,35.56,Automotive_Packaging,74.31,147.81,High,1159.13,14572.53,90.94,5.12,12.3,6,0.63,0.13,8.12,1,1
Saudi Arabia,26.38,Consumer_Goods,17.37,38.45,High,447.74,17271.14,80.1,8.32,15.87,4,0.29,0.35,5.11,1,0
United States,14.26,Packaging_Consumer,86.09,143.17,Low,810.04,21144.55,36.03,11.77,6.63,1,0.29,0.2,13.82,0,1
Brazil,28.67,Consumer_Goods,32.32,114.61,High,101.61,9493.05,88.01,3.78,15.08,9,0.41,0.57,0.82,1,0
Spain,67.42,Automotive_Packaging,40.46,143.73,Medium,1243.37,2399.83,26.89,4.81,18.26,4,0.46,0.19,2.95,0,1
Turkey,4.32,Industrial_Packaging,69.56,116.95,High,1379.05,8558.58,31.68,6.51,13.58,1,0.27,0.98,13.78,1,0
Russia,20.03,Automotive_Packaging,23.6,64.1,Medium,594.15,4608.89,64.54,1.23,11.31,8,0.09,0.95,7.05,0,0
India,47.69,Consumer_Goods,65.29,145.45,High,107.48,18188.99,70.04,8.83,9.4,6,0.26,0.1,11.37,1,0
Egypt,12.01,Packaging_Consumer,70.27,88.62,High,460.11,9377.95,75.29,7.64,1.77,7,0.19,0.6,9.16,1,0
Canada,34.12,Packaging_Consumer,5.78,140.23,Low,937.56,5352.19,83.66,1.17,12.0,4,0.84,0.67,9.01,0,1
France,51.36,Packaging_Consumer,50.02,137.14,High,941.03,7116.91,31.93,14.26,8.16,5,0.87,0.62,9.55,1,1
Indonesia,21.43,Automotive_Packaging,49.18,18.68,High,361.29,8846.86,73.22,0.95,2.12,9,0.84,0.94,6.61,1,0
Germany,11.52,Packaging_Electronics,73.49,139.12,Low,373.8,21899.42,74.45,3.37,6.27,2,0.54,0.0,8.17,0,1
Brazil,23.53,Consumer_Goods,77.59,136.74,High,369.13,11330.47,93.22,1.14,9.99,2,0.97,0.37,7.72,1,0
Australia,30.91,Consumer_Goods,77.02,25.49,Low,277.46,2194.14,32.89,0.68,7.48,6,0.0,0.36,3.58,0,1
Turkey,49.36,Packaging_Consumer,86.89,142.72,High,1049.18,4689.31,58.28,5.68,10.39,7,0.92,0.56,3.62,1,0
Italy,2.59,Consumer_Goods,10.24,93.83,Low,890.12,1744.7,21.42,3.05,13.48,7,0.9,0.08,10.22,0,1
Russia,30.12,Packaging_Consumer,21.59,10.44,High,834.88,15014.26,63.52,11.87,1.66,9,0.71,0.22,1.91,1,0
Indonesia,33.01,Packaging_Electronics,25.61,55.66,Low,1013.07,8713.13,70.63,5.86,12.84,4,0.21,0.27,1.42,0,0
Brazil,52.31,Packaging_Consumer,44.98,71.76,Low,1254.62,3674.34,92.94,10.27,19.44,2,0.67,0.27,12.46,0,0
Brazil,13.99,Packaging_Consumer,50.28,11.97,High,655.95,7179.97,53.63,1.56,2.78,1,0.17,0.78,3.18,1,0
France,44.65,Packaging_Consumer,38.69,136.26,High,12.13,3259.25,62.57,10.44,14.12,1,0.75,0.16,9.11,1,1
Indonesia,24.81,Consumer_Goods,45.48,40.07,Medium,396.78,18078.73,47.38,10.2,15.38,9,0.59,0.2,4.89,0,0
Egypt,28.31,Packaging_Electronics,50.14,70.41,High,454.87,14594.39,76.49,7.06,4.25,3,0.77,0.68,12.12,1,0
South Africa,67.72,Packaging_Consumer,60.19,72.88,Low,758.61,18509.87,73.27,5.26,2.9,4,0.78,0.09,8.98,0,0
India,63.13,Consumer_Goods,34.17,18.4,Low,1143.99,929.39,77.99,7.9,7.39,4,0.41,0.64,3.18,0,0
Spain,5.14,Packaging_Electronics,5.95,137.29,High,781.48,12025.93,89.67,5.28,8.43,6,0.28,0.36,11.88,1,1
Indonesia,39.85,Packaging_Electronics,89.99,33.98,Low,1114.11,2817.94,88.88,7.26,2.74,3,0.8,0.59,4.92,0,0
Spain,17.58,Automotive_Packaging,82.62,68.62,Low,1391.1,5068.74,63.46,7.84,11.14,1,0.3,0.65,2.18,0,1
South Africa,58.12,Industrial_Packaging,71.92,24.55,High,945.71,7646.5,98.87,3.92,11.8,5,0.07,0.32,8.77,1,0
France,4.59,Packaging_Electronics,43.21,97.87,Low,371.15,10288.35,99.75,0.17,10.71,6,0.95,0.41,7.03,0,1
South Korea,10.31,Packaging_Consumer,39.91,67.4,Medium,1001.07,15576.65,77.98,3.64,4.32,9,0.52,0.13,9.63,0,1
Saudi Arabia,58.25,Packaging_Electronics,44.11,86.33,Medium,559.26,13220.22,67.41,2.54,2.0,7,0.75,0.47,0.51,0,0
Brazil,10.75,Packaging_Electronics,71.41,37.33,Medium,1340.15,3232.48,99.62,13.61,9.74,7,0.61,0.09,14.66,0,0
Spain,27.23,Packaging_Electronics,26.12,69.59,High,1331.49,14780.01,58.45,1.7,16.44,7,0.85,0.66,6.05,1,1
France,32.24,Industrial_Packaging,84.94,98.46,Low,1275.88,13274.78,94.02,6.83,6.67,4,0.46,0.44,4.55,0,1
France,47.99,Industrial_Packaging,42.91,59.98,Medium,115.34,20501.23,67.4,6.19,6.85,1,0.78,0.71,4.03,0,1
Australia,29.55,Packaging_Electronics,79.6,71.23,Low,922.03,19141.34,50.9,3.56,0.17,6,0.53,0.55,12.61,0,1
South Africa,52.41,Packaging_Electronics,60.88,127.35,High,493.53,15299.62,89.19,9.37,9.5,3,0.64,0.03,2.48,1,0
Italy,30.6,Industrial_Packaging,57.9,80.97,High,1142.79,14658.29,22.25,8.87,9.48,9,0.85,0.06,5.08,1,1
Spain,64.88,Automotive_Packaging,35.69,18.08,Medium,920.46,15431.56,48.68,14.96,14.36,2,0.87,0.37,3.44,0,1
Mexico,21.72,Automotive_Packaging,27.03,125.64,Medium,403.66,3732.95,56.43,6.75,8.92,1,0.42,0.64,2.79,0,0
Japan,4.52,Packaging_Electronics,6.68,62.98,High,1179.26,4447.12,91.61,1.45,17.22,6,0.4,0.57,5.52,1,1
Canada,60.68,Industrial_Packaging,26.43,84.11,High,14.15,9757.85,66.58,14.03,11.24,3,0.82,0.62,3.76,1,1
Turkey,53.86,Automotive_Packaging,86.27,91.92,Medium,81.2,11205.39,33.89,7.86,5.48,1,0.54,0.52,10.24,0,0
Spain,1.45,Packaging_Electronics,17.79,31.65,Medium,1354.13,21969.88,95.99,2.38,5.12,3,0.59,0.91,14.87,0,1
UK,24.4,Packaging_Consumer,18.11,107.58,High,938.58,6036.11,20.37,6.23,15.46,1,0.59,0.71,3.9,1,1
India,67.77,Packaging_Electronics,24.24,114.2,High,1127.64,20403.1,84.47,11.97,12.53,3,0.25,0.77,1.17,1,0
Turkey,63.3,Industrial_Packaging,23.87,121.11,Low,1370.6,18559.63,66.06,2.86,7.39,8,0.87,0.74,12.51,0,0
China,10.53,Packaging_Electronics,16.14,59.71,Medium,451.58,9911.75,54.58,0.69,19.04,6,0.92,0.32,2.98,0,0
Canada,17.04,Consumer_Goods,80.84,141.27,Low,1295.99,3603.37,30.85,7.7,14.43,4,0.6,0.26,14.9,0,1
Indonesia,44.57,Packaging_Consumer,37.2,79.45,Medium,1123.58,14501.67,43.83,5.66,18.91,9,0.04,0.05,11.03,0,0
Japan,60.64,Packaging_Electronics,46.05,35.87,Low,458.46,21775.85,93.17,11.29,19.67,3,0.84,0.0,10.71,0,1
